"9_2_2Ocupación en la manufactura como proporción del empleo total, desglosada por sexo",""
"Objetivo","Construir infraestructuras resilientes, promover la industrialización inclusiva y sostenible y fomentar la innovación"
"Meta","Promover una industrialización inclusiva y sostenible y, de aquí a 2030, aumentar significativamente la contribución de la industria al empleo y al producto interno bruto, de acuerdo con las circunstancias nacionales, y duplicar esa contribución en los países menos adelantados"
"Nombre del Indicador","Ocupación en la manufactura como proporción del empleo total, desglosada por sexo"
"Definición","Proporción de la población ocupada en la industria manufacturera respecto de la población ocupada total."
"Tipo de Indicador","Global"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","Este indicador se calcula como el número de personas empleadas en el sector de la industria manufacturera, dividido entre el empleo total. Los ocupados se definen como todas aquellas personas de 15 años y más que, durante el período de referencia, se dedicaron a cualquier actividad para producir bienes o prestar servicios. "
"Unidad de medida","Porcentaje"
"Cobertura geográfica","Nacional"
"Referencia temporal","1995-2016"
"Oportunidad","Actual."
"Periodicidad del indicador","Anual."
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Instituto Nacional de Estadística y Geografía (INEGI)-Secretaría del Trabajo y Previsión Social (STPS). 1995-2004: Encuesta Nacional de Empleo (ENE), con proyecciones de población basadas en el Conteo de Población y Vivienda 2005. A partir de 2005: Encuesta Nacional de Ocupación y Empleo (ENOE), con proyecciones de población basadas en el Censo de Población y Vivienda 2010. (12 de febrero de 2016)"
"Fecha de actualización del indicador","24 de abril de 2017"
"Fecha de próxima actualización del indicador","Abril de 2017"
"Unidad de Estado (UE) responsable de calcular el indicador","Secretaría del Trabajo y Previsión Social (STPS)
STPS"
"Importancia y utilidad del indicador","Este indicador representa la contribución de la manufactura en la creación de empleo. Refleja el grado de desarrollo industrial del país. Asimismo, cuando esta tasa deja de aumentar en forma sostenida, puede ser el resultado de un incremento sustancial en la productividad de la mano de obra, o bien de una pérdida de dinamismo de las actividades en este sector."
"Referencia nacional y/o internacional","Organización de las Naciones Unidas para el Desarrollo Industrial (ONUDI), Informe del desarrollo industrial, 2013. ”La creación sostenida de empleo, el rol de la industria manufacturera y el cambio estructural"". ONUDI, Viena, 2013

United Nations Industrial Development Organization (UNIDO).  International Yearbook of Industrial Statistics"
"Observaciones","1. La información de la Encuesta Nacional de Empleo está conceptualmente homologada a la Encuesta Nacional de Ocupación y Empleo.
2. Los datos de 1995 a 2000 corresponden al segundo trimestre de cada año. A partir de 2001 los datos resultan del promedio aritmético de los cuatro trimestres de cada año.
3. Los datos absolutos de 1995 a 2004 fueron generados utilizando el factor de expansión correspondiente a las proyecciones de población elaboradas usando como base el Conteo de Población y Vivienda 2005.
4. Los datos absolutos correspondientes al periodo 2005-2014 se generaron utilizando el factor de expansión correspondiente a las proyecciones de población revisadas por el Consejo Nacional de Población (CONAPO), las cuales fueron elaboradas usando como base el Censo de Población y Vivienda 2010 y se difundieron en abril de 2013."
"Contacto","Lic. Antonio Amerlinck Assereto
Director de Estudios e Investigación Laboral Dirección General de Investigación y Estadísticas del Trabajo
Teléfono: Dir.(55) 2000 5463¬2000 5300, ext. 63263
Email: aamerlinck@stps.gob.mx
Dirección: Paseo de la Reforma 93 Colonia Tabacalera, 06030 Cuauhtémoc, Cuauhtémoc, Ciudad de México"
"",""
"",""
"",""
"",""
