"4_1_4Eficiencia terminal en la enseñanza primaria",""
"Objetivo","Garantizar una educación inclusiva y equitativa de calidad y promover oportunidades de aprendizaje permanente para todos"
"Meta","De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos"
"Nombre del Indicador","Eficiencia terminal en la enseñanza primaria"
"Definición","Es el porcentaje de alumnos que terminan la educación primaria, respecto a los alumnos de nuevo ingreso al primer grado de educación primaria cinco años antes."
"Tipo de Indicador","Nacional"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","El indicador resulta de dividir los egresados de primaria de un determinado ciclo escolar entre los alumnos de nuevo ingreso a primer grado de 5 ciclos escolares inmediatos anteriores al mismo, multiplicando el cociente por 100."
"Unidad de medida","Porcentaje"
"Cobertura geográfica","Nacional, entidad federativa y municipio."
"Referencia temporal","1990/1991-2015/2016"
"Oportunidad","Ciclo escolar."
"Periodicidad del indicador","Ciclo escolar."
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Secretaría de Educación Pública (SEP). Dirección General de Planeación y Estadística Educativa. Sistema de Estadísticas Continuas"
"Fecha de actualización del indicador","28 de julio de 2017"
"Fecha de próxima actualización del indicador","No definida"
"Unidad de Estado (UE) responsable de calcular el indicador","Secretaría de Educación Pública (SEP). Dirección General de Planeación y Estadística Educativa.
SEP"
"Importancia y utilidad del indicador","Este indicador muestra de manera conjunta la capacidad del sistema educativo para promover y retener a los alumnos, lo que permite identificar la necesidad de diseñar y aplicar estrategias especiales en ese sentido."
"Referencia nacional y/o internacional","Sin referencia."
"Observaciones","Este cálculo se realiza con base en la población de estudiantes de nuevo ingreso a primero de primaria.

El hecho de que el cálculo de este indicador dé como resultado una eficiencia terminal superior a 100 puede deberse a los fenómenos de migración e inmigración dentro de las entidades del país. La movilidad de las familias dentro del territorio nacional pueden incrementar el número de egresados de una entidad provocando altos porcentajes de eficiencia terminal.

Oficialmente, los datos se difunden anualmente en dos documentos: Informe de Gobierno e Informe de Labores de la Secretaría de Educación Pública.

A partir del año 2005, el INEGI realizó un proceso de homologación del Catálogo de Integración Territorial con algunas Secretarías de Estado, entre ellas la SEP. Debido a esto la estadística educativa se puede presentar de manera precisa a nivel municipal -con información homologada- a partir del ciclo escolar 2005/2006.

Los Municipios de - Mezcalapa, El Parral, Emiliano Zapata y Belisario Domínguez - del Estado de Chiapas, no se incluyen en el Marco Geoestadístico Nacional y en el Catálogo Único de Claves de Áreas Geoestadísticas Estatales, Municipales y Localidades, hasta en tanto la Suprema Corte de Justicia de la Nación resuelva lo correspondiente."
"Contacto","Lic. Antonio Ávila Díaz
Director General de Planeación y Estadística Educativa
Teléfono: 55 3601 3204 / 55 3601 1000, ext. 54781
Email: antonioavila@sep.gob.mx
Dirección: Arcos de Belén 79 Colonia Centro, 06010 Cuauhtémoc, Cuauhtémoc, Ciudad de México"
"",""
"",""
"",""
"",""
