"17_10_1Promedio arancelario ponderado en todo el mundo",""
"Objetivo","Fortalecer los medios de implementación y revitalizar la Alianza Mundial para el Desarrollo Sostenible"
"Meta","Promover un sistema de comercio multilateral universal, basado en normas, abierto, no discriminatorio y equitativo en el marco de la Organización Mundial del Comercio, incluso mediante la conclusión de las negociaciones en el marco del Programa de Doha para el Desarrollo"
"Nombre del Indicador","Promedio arancelario ponderado en todo el mundo"
"Definición","Por promedio arancelario ponderado se entiende la media ponderada del valor total de los aranceles percibidos por los países importadores."
"Tipo de Indicador","Global"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","Se obtiene el arancel promedio ponderado de México con base en el arancel efectivamente pagado por todos sus socios comerciales, como proporción de las importaciones totales."
"Unidad de medida","Porcentaje"
"Cobertura geográfica","Nacional"
"Referencia temporal","2015-2015"
"Oportunidad","3 meses posteriores al cierre del año."
"Periodicidad del indicador","Anual."
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Secretaría de Economía (SE) con base en Sistema de Administración Tributaria (SAT).Banco de México (BANXICO).Instituto Nacional de Estadística y Geografía (INEGI). Información de comercio exterior, consultado en febrero de 2017."
"Fecha de actualización del indicador","28 de junio de 2017"
"Fecha de próxima actualización del indicador","Marzo de 2017"
"Unidad de Estado (UE) responsable de calcular el indicador","Secretaría de Economía (SE). Subsecretaría de Comercio Exterior (SCE). Unidad de Negociaciones Internacionales (UNI).
SE"
"Importancia y utilidad del indicador","Es indicador del grado de apertura alcanzado por México, la transparencia y el trato equitativo que otorga a los países en el marco de la Organización Mundial del Comercio (OMC)."
"Referencia nacional y/o internacional",""
"Observaciones","El indicador hace referencia solo a la parte de México.                                                                                                                                                                                                                   Los aranceles son una parte de los factores que explican el grado de apertura en el ámbito internacional.                                                                                                                                                    No existen estimaciones precisas de las medidas no arancelarias ni tampoco un indicador de transparencia de las relaciones multilaterales en el mundo."
"Contacto","Lic. José Guadalupe Sáenz Solís
Coordinador de Asesores
Teléfono: 55 5729 9100, ext. 11050
Email: jose.saenz@economia.gob.mx
Dirección: Paseo de la Reforma 296 Colonia Juárez, 6600 Cuauhtémoc, Cuauhtémoc, Ciudad de México 55 5729 9100, ext. 11050"
"",""
"",""
"",""
"",""
