"3_7_1Proporción de mujeres en edad reproductiva (de 15 a 49 años) con demanda satisfecha de planificación familiar con métodos modernos",""
"Objetivo","Garantizar una vida sana y promover el bienestar de todos a todas las edades"
"Meta","De aquí a 2030, garantizar el acceso universal a los servicios de salud sexual y reproductiva, incluidos los de planificación familiar, información y educación, y la integración de la salud reproductiva en las estrategias y los programas nacionales"
"Nombre del Indicador","Proporción de mujeres en edad reproductiva (de 15 a 49 años) con demanda satisfecha de planificación familiar con métodos modernos"
"Definición","Es el porcentaje de mujeres en edad fértil unidas [MEFU] (de 15 a 49 años) que no desean tener más hijos/as o quieren posponer el(la) siguiente hijo/a y que actualmente ellas o su pareja son usuarias de métodos anticonceptivos modernos*
<i>*""… cualquier anticonceptivo, con la excepción de los métodos tradicionales, tales como el ritmo, retiro y Billings""</i>(Consejo Nacional de Población [CONAPO], pp.49; 2011) respecto al total de MEFU entrevistadas."
"Tipo de Indicador","Global"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","Se calcula con los datos provenientes de la Encuesta Nacional de la Dinámica Demográfica (ENADID), mediante el cociente de la prevalencia de mujeres en edad fértil unidas usuarias de métodos modernos, entre la demanda total de planificación familiar en mujeres unidas en edad fértil al momento de la encuesta, multiplicado por cien."
"Unidad de medida","Porcentaje"
"Cobertura geográfica","Nacional y entidad federativa."
"Referencia temporal","2014-2014"
"Oportunidad","Dependerá de la publicación de la Encuesta, el cálculo del indicador puede hacerse 30 días hábiles después de la publicación de la encuesta."
"Periodicidad del indicador","Quinquenal"
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Instituto Nacional de Estadística y Geografía (INEGI). Encuesta Nacional de la Dinámica Demográfica (ENADID). http://www.beta.inegi.org.mx/proyectos/enchogares/especiales/enadid/2014/default.html (24 de febrero de 2017)"
"Fecha de actualización del indicador","17 de abril de 2017"
"Fecha de próxima actualización del indicador","2018 o 2019"
"Unidad de Estado (UE) responsable de calcular el indicador","Consejo Nacional de Población (CONAPO). Dirección General de Estudios Sociodemográficos y Prospectiva (DGESP).
CONAPO"
"Importancia y utilidad del indicador","El uso de métodos anticonceptivos  ha sido esencial para el logro de un mayor bienestar y autonomía en las mujeres, al permitirles decidir en qué momento embarazarse, cuántos hijos tener y el tiempo que desean esperar entre un hijo y otro, lo cual ha generado mayores oportunidades para permanecer en la educación formal e integrarse a la vida laboral a través de trabajos remunerados para beneficio propio de las mujeres, sus familias y, por ende, al desarrollo del país.
Otro de los grandes beneficios del acceso a los métodos anticonceptivos se ubica en el ámbito de la salud, por ejemplo, al evitar embarazos en edades tempranas o tardías que ponen en riesgo la salud de la madre y el recién nacido, así como al ampliar los intervalos intergenésicos, ambos factores de riesgo para la mortalidad materna e infantil. Asimismo, han contribuido en la prevención del contagio de las ITS.
La demanda satisfecha de planificación familiar con métodos anticonceptivos modernos  da cuenta del acceso que tienen las mujeres a toda la gama de éstos en los servicios de planificación familiar y de salud reproductiva en los centros de salud, por ello, la medición de la prevalencia anticonceptiva de métodos modernos da una aproximación a la cobertura que el sector salud tiene respecto a la oferta de éstos. De igual forma, el uso de anticonceptivos modernos hoy en día ha hecho posible separar las prácticas sexuales de la reproducción y ha generado transformaciones en toda una serie de comportamientos relacionados con éstas (Welti, 2003) dado que la efectividad de dichos métodos anticonceptivos es mayor que la de los métodos tradicionales."
"Referencia nacional y/o internacional","Fondo de Población de las Naciones Unidas (UNFPA). Universal Acces to Reproductive Health. Progress and Challenges. http://www.unfpa.org/sites/default/files/pub-pdf/UNFPA_Reproductive_Paper_20160120_online.pdf

United Nations (UN). Trends in Contraceptive Use Worldwide, 2015. http://www.un.org/en/development/desa/population/publications/pdf/family/trendsContraceptiveUse2015Report.pdf

United States Agency International Development (USAID). Bradley et al. (2012) ""Revising Unmet Need for Family Planning"" https://dhsprogram.com/pubs/pdf/AS25/AS25%5B12June2012%5D.pdf

United States Agency International Development (USAID). McQuarrie (2015), ""Unmet need for modern contraception among young women"", pp.2; https://dhsprogram.com/pubs/pdf/OD68/OD68.pdf"
"Observaciones","Es importante mencionar que únicamente se cuenta con el dato disponible para 2014, ya que anteriormente la forma de calcular la NIA, insumo para la construcción del indicador, no podía realizarse del modo que se indica. Con ediciones anteriores de la ENADID se calculaba el dato, pero de manera aproximada, por lo que no es posible hacer una comparación entre lo obtenido con ENADID 2014 y lo anterior."
"Contacto","Dra. María de la Cruz Muradás Troitiño
Directora General de Estudios Sociodemográficos y Prospectiva
Teléfono: 55 5128 0000, ext. 19511
Email: maria.muradas@conapo.gob.mx
Dirección: Doctor José María Vertiz 852 Colonia Narvarte, 03020 Benito Juárez, Benito Juárez, Ciudad de México"
"",""
"",""
"",""
"",""
