"8_5_2Tasa de desocupación, desglosada por sexo y edad",""
"Objetivo","Promover el crecimiento económico sostenido, inclusivo y sostenible, el empleo pleno y productivo y el trabajo decente para todos"
"Meta","De aquí a 2030, lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y los hombres, incluidos los jóvenes y las personas con discapacidad, así como la igualdad de remuneración por trabajo de igual valor"
"Nombre del Indicador","Tasa de desocupación, desglosada por sexo y edad"
"Definición","Proporción de las personas desocupadas, respecto de la Población Económicamente Activa."
"Tipo de Indicador","Global"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","La tasa de desempleo se refiere al número de personas desocupadas, expresado como porcentaje del total de la población económicamente activa."
"Unidad de medida","Porcentaje"
"Cobertura geográfica","Nacional y entidad federativa."
"Referencia temporal","1995-2015"
"Oportunidad","Actual."
"Periodicidad del indicador","Anual."
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Instituto Nacional de Estadística y Geografía (INEGI) y Secretaría del Trabajo y Previsión Social (STPS). 1995-2004: Encuesta Nacional de Empleo (ENE), con proyecciones de población basadas en el Conteo de Población y Vivienda 2005. A partir de 2005: Encuesta Nacional de Ocupación y Empleo (ENOE), con proyecciones de población basadas en el Censo de Población y Vivienda 2010. (12 de febrero de 2016)."
"Fecha de actualización del indicador","11 de abril de 2017"
"Fecha de próxima actualización del indicador","Abril de 2017"
"Unidad de Estado (UE) responsable de calcular el indicador","Secretaría del Trabajo y Previsión Social (STPS)
STPS"
"Importancia y utilidad del indicador","Este indicador ilustra la magnitud relativa de las personas que desean trabajar y buscan trabajo, pero no lo han encontrado. Mide la falta de oportunidades y los problemas de desajuste en la información entre la oferta y demanda de trabajo, lo que impide la incorporación de las personas a una ocupación productiva."
"Referencia nacional y/o internacional","Programa de las Naciones Unidas para el Desarrollo (PNUD). ""Soporte del PNUD para la implementación de la Agenda 2030 para el Desarrollo Sostenible""  Grupo de Naciones Unidas para el Desarrollo

Organización Internacional del Trabajo (OIT), Indicadores clave del mercado laboral, 2015. OIT. Ginebra, Suiza. http://www.ilo.org/ilostat/faces/home/statisticaldata/new_link_10?_adf.ctrl-state=15qffd79n1_154&_afrLoop=214033851619998#!"
"Observaciones","1. Para el cálculo de este indicador por edad se consideraron los grupos: a) De 15 a 24 años; b) De 25 a 64; c) De 65 y más.
2. La información de la Encuesta Nacional de Empleo está conceptualmente homologada a la Encuesta Nacional de Ocupación y Empleo.
3. Los datos de 1995 a 2000 corresponden al segundo trimestre de cada año. A partir de 2001 los datos resultan del promedio aritmético de los cuatro trimestres de cada año.
4. Los datos absolutos de 1995 a 2004 fueron generados utilizando el factor de expansión correspondiente a las proyecciones de población elaboradas usando como base el Conteo de Población y Vivienda 2005.
5. Los datos absolutos correspondientes al periodo 2005-2014 se generaron utilizando el factor de expansión correspondiente a las proyecciones de población revisadas por el Consejo Nacional de Población (CONAPO), las cuales fueron elaboradas usando como base el Censo de Población y Vivienda 2010 y se difundieron en abril de 2013."
"Contacto","Lic. Antonio Amerlinck Assereto
Director de Estudios e Investigación Laboral Dirección General de Investigación y Estadísticas del Trabajo
Teléfono: Dir.(55) 2000 5463¬2000 5300, ext. 63263
Email: aamerlinck@stps.gob.mx
Dirección: Paseo de la Reforma 93 Colonia Tabacalera, 06030 Cuauhtémoc, Cuauhtémoc, Ciudad de México"
"",""
"",""
"",""
"",""
