"15_5_1Proporción de especies en peligro de extinción",""
"Objetivo","Proteger, restablecer y promover el uso sostenible de los ecosistemas terrestres, gestionar sosteniblemente los bosques, luchar contra la desertificación, detener e invertir la degradación de las tierras y detener la pérdida de biodiversidad"
"Meta","Adoptar medidas urgentes y significativas para reducir la degradación de los hábitats naturales, detener la pérdida de biodiversidad y, de aquí a 2020, proteger las especies amenazadas y evitar su extinción"
"Nombre del Indicador","Proporción de especies en peligro de extinción"
"Definición","Es el porcentaje de las especies de los principales grupos taxonómicos conocidas en México que se encuentran listadas en alguna categoría de riesgo según la NOM-059-SEMARNAT-2010."
"Tipo de Indicador","Global"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","El indicador se calcula, para un grupo taxonómico dado, dividiendo el número de especies listadas de ese grupo en alguna categoría de riesgo según la NOM-059-SEMARNAT-2010 por el número de especies conocidas del mismo grupo en el país, expresado en porcentaje."
"Unidad de medida","Porcentaje"
"Cobertura geográfica","Nacional"
"Referencia temporal","2010-2010"
"Oportunidad","1 año."
"Periodicidad del indicador","No establecida."
