"9_4_1Emisiones de dióxido de carbono total por PIB por paridad de poder de compra",""
"Objetivo","Construir infraestructuras resilientes, promover la industrialización inclusiva y sostenible y fomentar la innovación"
"Meta","De aquí a 2030, modernizar la infraestructura y reconvertir las industrias para que sean sostenibles, utilizando los recursos con mayor eficacia y promoviendo la adopción de tecnologías y procesos industriales limpios y ambientalmente racionales, y logrando que todos los países tomen medidas de acuerdo con sus capacidades respectivas"
"Nombre del Indicador","Emisiones de dióxido de carbono total por PIB por paridad de poder de compra"
"Definición","Es la cantidad total de dióxido de carbono emitida anualmente (derivada de los sectores de petróleo y gas, generación eléctrica, residencial y comerical, industria, fuentes móviles, agropecuario, residuos y cambio de uso de suelo y silvicultura), por PIB expresado en paridad de poder de compra."
"Tipo de Indicador","Global"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","El indicador resulta de dividir las emisiones de dióxido de carbono derivadas de los sectores de petróleo y gas, generación eléctrica, residencial y comerical, industria, fuentes móviles, agropecuario, residuos y cambio de uso de suelo y silvicultura, por el PIB expresado en paridad de poder de compra a precios corrientes en un año específico. El resultado se expresa en kilogramos de CO<SUB>2</SUB> por dólar por paridad de poder de compra."
"Unidad de medida","Kilogramos por dólar"
"Cobertura geográfica","Nacional"
"Referencia temporal","2013-2013"
"Oportunidad","Seis meses."
"Periodicidad del indicador","No establecida."
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Instituto Nacional de Estadística y Geografía (INEGI). Sistema de Cuentas Nacionales de México.Secretaría de Medio Ambiente y Recursos Naturales (SEMARNAT). Instituto Nacional de Ecología y Cambio Climático (INECC). Coordinación General de Cambio Climático y Desarrollo Bajo en Carbono. Mayo, 2015. (enero de 2017)."
"Fecha de actualización del indicador","25 de abril de 2017"
"Fecha de próxima actualización del indicador","No definida"
"Unidad de Estado (UE) responsable de calcular el indicador","Secretaría de Medio Ambiente y Recursos Naturales (SEMARNAT).
SEMARNAT
http://www.gob.mx/semarnat"
"Importancia y utilidad del indicador","Los ODS establecieron como una de sus metas promover la sostenibilidad de las industrias, buscando considerar procesos industriales limpios y ambientalmente racionales. Entre las ventajas de alcanzar esta meta podría estar el desacoplamiento de la emisión de gases de efecto invernadero del crecimiento económico. El cambio climático es acelerado por el incremento de gases de efecto invernadero (GEI) en la atmósfera. El CO2 es considerado el GEI más importante debido a su elevada persistencia en la atmósfera (entre 5 y 200 años); a su importancia como mecanismo potencial de cambio climático y al significativo incremento de su concentración en la atmósfera (40 por ciento respecto a la época preindustrial). El indicador refleja la intensidad de emisión de CO2 respecto al PIB PPC y se usa como una medida de la eficiencia, en materia de emisiones, con la que crece la economía de un país, resultando por ello útil para medir el desacoplamiento de la economía con la emisión de GEI."
"Referencia nacional y/o internacional","Panel Intergubernamental sobre el Cambio Climático (IPCC).  http://www.ipcc.ch/"
"Observaciones","El Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI) 2013 fue elaborado con un enfoque metodológico distinto a los inventarios presentados en las Comunicaciones Nacionales anteriores. Este enfoque permitió contar con información de datos más puntual, precisa y desagregada y empleó, en la medida de lo posible, factores de emisión acordes a la realidad nacional, por lo que da una información más realista de las emisiones nacionales. Por lo anterior, las nuevas estimaciones no permiten una comparación directa válida con las cifras reportadas anteriormente."
"Contacto","Dr. Arturo Flores Martínez
Director General de Estadística e Información Ambiental
Teléfono: 55 5490 0900, ext. 10941
Email: arturo.flores@semarnat.gob.mx
Dirección: Avenida Ejército Nacional 223 Colonia Anáhuac, 11320 Miguel Hidalgo, Miguel Hidalgo, Ciudad de México"
"",""
"",""
"",""
"",""
