"3_3_3Tasa de incidencia asociada al paludismo (por 100 mil habitantes)",""
"Objetivo","Garantizar una vida sana y promover el bienestar de todos a todas las edades"
"Meta","De aquí a 2030, poner fin a las epidemias del SIDA, la tuberculosis, la malaria y las enfermedades tropicales desatendidas y combatir la hepatitis, las enfermedades transmitidas por el agua y otras enfermedades transmisibles"
"Nombre del Indicador","Tasa de incidencia asociada al paludismo (por 100 mil habitantes)"
"Definición","Es el número de casos confirmados de paludismo con prueba diagnóstica de gota gruesa positiva, en un determinado año con respecto a la población total en ese mismo año, por cada 100,000 habitantes."
"Tipo de Indicador","Global"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","Este indicador resulta de dividir el número de casos confirmados de paludismo en un determinado año, entre la población total del mismo periodo, multiplicado por 100 mil."
"Unidad de medida","Por cien mil"
"Cobertura geográfica","Nacional y entidad federativa."
"Referencia temporal","1990-2015"
"Oportunidad","1 año."
"Periodicidad del indicador","Anual."
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Secretaría de Salud (SS). Dirección General de Epidemiología (DGE). Sistema Nacional de Vigilancia Epidemiológica (SINAVE). Sistema Único de Información para la Vigilancia Epidemiológica (SUIVE).Consejo Nacional de Población (CONAPO). Proyecciones de la población de México 2010-2050 y estimaciones 1990-2009. Abril de 2013"
"Fecha de actualización del indicador","11 de abril de 2017"
"Fecha de próxima actualización del indicador","Julio de 2017"
"Unidad de Estado (UE) responsable de calcular el indicador","Secretaría de Salud (SS). Centro Nacional de Programas Preventivos y Control de Enfermedades (CENAPRECE).
SS"
"Importancia y utilidad del indicador","Proporciona el nivel de población que ha sido atendida y diagnosticada con este padecimiento, de ahí que pueda ser una medida adecuada para indicar la cantidad de tratamientos y con ello disminuir la mortalidad por paludismo."
"Referencia nacional y/o internacional","Organización Panamericana de la Salud (OPS).

Organización Mundial de la Salud (OMS).  http://www.rbm.who.int/wmr2005/html/exsummary_sp.htm"
"Observaciones","El paludismo o malaria es una enfermedad parasitaria que se transmite de un humano a otro por la picadura de mosquitos, específicamente del tipo anófeles, y se caracteriza por la presencia de fiebre, escalofrío y anemia.

La población total (denominador) corresponde a la población media de las proyecciones de población de México, 2010-2050 y estimaciones 1990-2009, basadas en el Censo de Población y Vivienda 2010.

A partir de 2010 las cifras de población total no coinciden con la publicada por CONAPO por el redondeo."
"Contacto","Mtra. Amparo de María Solís Cuevas
Directora de Información Demográfica
Teléfono: 55 6392 2300, ext. 52594
Email: amparo.solis@salud.gob.mx
Dirección: Paseo de la Reforma 450 Colonia Juárez, 06600 Cuauhtémoc, Cuauhtémoc, Ciudad de México

Biólogo. José Cruz Rodríguez Martínez
Director de Vigilancia Epidemiológica de Enfermedades Transmisibles
Teléfono: 533 171 668
Email: 
Dirección:"
"",""
"",""
"",""
"",""
