"1_1_4Proporción de la población que habita en hogares en pobreza alimentaria en el ámbito urbano",""
"Objetivo","Poner fin a la pobreza en todas sus formas y en todo el mundo"
"Meta","De aquí a 2030, erradicar para todas las personas y en todo el mundo la pobreza extrema (actualmente se considera que sufren pobreza extrema las personas que viven con menos de 1.25 dólares de los Estados Unidos al día)"
"Nombre del Indicador","Proporción de la población que habita en hogares en pobreza alimentaria en el ámbito urbano"
"Definición","Es el porcentaje de la población urbana que habita en hogares con ingreso per cápita insuficiente para adquirir una canasta básica de alimentos de ese ámbito, aun si se hiciera uso de todo el ingreso disponible para comprar sólo los bienes de dicha canasta."
"Tipo de Indicador","Nacional"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","El indicador resulta de dividir la población urbana con ingreso per cápita insuficiente para adquirir el valor de la canasta alimentaria de ese ámbito entre la población urbana, multiplicando el cociente por 100."
"Unidad de medida","Porcentaje"
"Cobertura geográfica","Urbano (localidades con 15 mil habitantes o más)."
"Referencia temporal","1989-2014"
"Oportunidad","2 años."
"Periodicidad del indicador","Bienal (1989*-2014); 2005**"
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Instituto Nacional de Estadística y Geografía (INEGI). Índice Nacional de Precios al Consumidor.Consejo Nacional de Evaluación de la Política de Desarrollo Social (CONEVAL). Medición de la pobreza por ingresos.Secretaría de Desarrollo Social (SEDESOL), Comité Técnico para la Medición de la Pobreza (CTMP) 2002 ""Medición de la pobreza, variantes metodológicas y estimación preliminar"". Serie de documentos de investigación.Instituto Nacional de Estadística y Geografía (INEGI). Encuesta Nacional de Ingresos y Gastos de los Hogares, 1992-2014."
"Fecha de actualización del indicador","28 de julio de 2017"
"Fecha de próxima actualización del indicador","Septiembre de 2017"
"Unidad de Estado (UE) responsable de calcular el indicador","Consejo Nacional de Evaluación de la Política de Desarrollo Social (CONEVAL).
CONEVAL
http://www.coneval.org.mx/"
"Importancia y utilidad del indicador","El Indicador describe al porcentaje de la población urbana con ingreso per cápita insuficiente para adquirir una canasta básica de alimentos en el medio urbano, lo que permite identificar a las personas que no cuentan con ingreso suficiente para acceder a una alimentación mínima, ni para adquirir otros bienes y servicios indispensables (vestido, salud, educación, etc.) para el desarrollo de una vida digna."
"Referencia nacional y/o internacional","Sin referencia."
"Observaciones","La metodología desarrollada por el Comité Técnico para la Medición de la Pobreza comprende dos componentes básicos:

1) La actualización de la canasta básica urbana.- La metodología de medición de la pobreza por ingresos adopta como medida de los requerimientos alimentarios básicos de la población la constituida por la canasta elaborada por INEGI-CEPAL en 1992, la cual debe actualizarse a precios de agosto del año del cálculo, para los ámbitos urbano y rural.

2) La construcción del ingreso neto total per cápita. Este ingreso considera los ingresos corrientes monetarios y no monetarios restando los regalos dados. Al sumar todos los ingresos de los miembros del hogar y dividirlos entre el tamaño del mismo se obtiene el ingreso neto total per cápita.

Una vez que se cuenta con ambos componentes se compara el ingreso per cápita del hogar con la canasta alimentaria que corresponde a su ámbito (urbano o rural) y si el ingreso es menor o igual que el valor de la canasta (urbana o rural) se considera al hogar en condición de pobreza alimentaria.

*Debido a que la ENIGH 1989 no cuenta con información sobre el tamaño de las localidades, no es posible calcular el dato para este año utilizando la metodología de medición de la pobreza por ingresos, pues ésta se basa en la estimación de la pobreza a nivel urbano y rural. La cifra de 1989 fue calculada por el Comité Técnico para la Medición de la Pobreza (Informe País 2005).

**Para el año 2005 se realizó una medición.

La ENIGH 2005, a diferencia de los levantamientos llevados a cabo en años anteriores de manera bienal, corresponde a una edición especial, por lo que la serie de la ENIGH continúa levantándose cada dos años.

Nota: Las estimaciones de 2006, 2008 y 2010 utilizan los factores de expansión ajustados a las nuevas proyecciones de población presentadas por el Consejo Nacional de Población (CONAPO), estimados por el INEGI.

Fuente: Comité Técnico para la Medición de la Pobreza (2002) ""Medición de la pobreza, variantes metodológicas y estimación preliminar"", <a target=""_blank"" class=""liga3"" href=""http://www.2006-2012.sedesol.gob.mx/work/models/SEDESOL/Resource/2155/1/images/Docu01.pdf"">SEDESOL: Serie de documentos de investigación.</a>

Para una breve referencia sobre la metodología del cálculo 2008 puede consultarse el documento <a target=""_blank"" class=""liga3"" href=""http://www.coneval.gob.mx/rw/resource/coneval/med_pobreza/3495.pdf"">""Aplicación de la Metodología para la Medición de la Pobreza por Ingresos y Pruebas de Hipótesis 2008""</a> del CONEVAL."
"Contacto","Dra. Alida Marcela Gutiérrez Landeros
Directora de Medición de Pobreza y Análisis de Seguimiento de Indicadores
Teléfono: 54 81 72 75 o 00, ext. 70075
Email: amgutierrez@coneval.org.mx
Dirección: Boulevard Adolfo López Mateos #160, Colonia San Ángel Inn, C.P. 01060, Álvaro Obregón, Álvaro Obregón Ciudad de México"
"",""
"",""
"",""
"",""
