"15_1_1Superficie forestal como proporción de la superficie total",""
"Objetivo","Proteger, restablecer y promover el uso sostenible de los ecosistemas terrestres, gestionar sosteniblemente los bosques, luchar contra la desertificación, detener e invertir la degradación de las tierras y detener la pérdida de biodiversidad"
"Meta","De aquí a 2020, asegurar la conservación, el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y sus servicios, en particular los bosques, los humedales, las montañas y las zonas áridas, en consonancia con las obligaciones contraídas en virtud de acuerdos internacionales"
"Nombre del Indicador","Superficie forestal como proporción de la superficie total"
"Definición","Es el porcentaje de la superficie cubierta por bosques y selvas, respecto a la superficie terrestre nacional."
"Tipo de Indicador","Global"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","El indicador se calcula dividiendo la superficie nacional cubierta por bosques y selvas en un año particular por la superficie terrestre nacional, excluyendo de ésta los cuerpos de agua naturales y artificiales, expresado en porcentaje."
"Unidad de medida","Porcentaje"
"Cobertura geográfica","Nacional"
"Referencia temporal","1993-2011"
"Oportunidad","1 año."
"Periodicidad del indicador","No establecida."
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Instituto Nacional de Estadística y Geografía (INEGI). Cartografía de uso del suelo y vegetación, serie II, 1993; serie III, 2002; serie IV, 2007; serie V, 2011; y Cubierta de la Tierra. Dirección de Recursos Naturales. Dirección General Adjunta de Recursos Naturales y Dirección General de Geografía y Medio Ambiente. México, 2009.Instituto Nacional de Estadística y Geografía (INEGI). Anuario Estadístico de los Estados Unidos Mexicanos. Edición 2002. No. 61. Consultado en enero de 2017."
"Fecha de actualización del indicador","24 de abril de 2017"
"Fecha de próxima actualización del indicador","Diciembre de 2017"
"Unidad de Estado (UE) responsable de calcular el indicador","Secretaría de Medio Ambiente y Recursos Naturales (SEMARNAT). Sistema Nacional de Información Ambiental y de Recursos Naturales (SNIARN), Indicadores de la Iniciativa ILAC
SEMARNAT
http://apps1.semarnat.gob.mx/dgeia/Indicadores_ilac14/ilac14/01_diversidad/1.1.1.1.html"
"Importancia y utilidad del indicador","Los ODS establecieron como una de sus metas proteger, restablecer y promover el uso sostenible de los ecosistemas terrestres, y de manera particular de los bosques. Los bosques y selvas representan importantes reservorios de la biodiversidad. El desarrollo de las actividades productivas (principalmente de la agricultura y la ganadería), el crecimiento de la infraestructura (de comunicaciones y eléctrica, fundamentalmente) y el desarrollo urbano, han reducido la superficie de los bosques y selvas en México y el mundo. La pérdida de ésta superficie conlleva necesariamente a la degradación ambiental y a la pérdida de biodiversidad y de los servicios ambientales que brindan los ecosistemas naturales. En este sentido, el indicador es una medida del capital natural, en particular de los ecosistemas forestales, que tiene el país."
"Referencia nacional y/o internacional","Food and Agriculture Organization (FAO). Global Forest Resources Assessment (2005 y 2010). Disponible en: http://www.fao.org/forestry/fra/en/"
"Observaciones","De acuerdo con el INEGI, la superficie terrestre nacional es de 1 950 484.12 km2 (no incluye los cuerpos de agua naturales y artificiales: ríos, lagos, lagunas, presas, bordos y canales, con base en la Carta Topográfica Escala 1:250,000, serie II).
El indicador incluye bosque mesófilo de montaña; bosque templado (bosque de ayarín, bosque de cedro, bosque de encino, bosque de encino-pino, bosque de oyamel, bosque de pino, bosque de pino-encino, bosque de táscate y matorral de coníferas); bosque inducido (bosque cultivado y bosque inducido); selva húmeda (selva alta perennifolia, selva alta subperennifolia, selva baja perennifolia, selva baja subperennifolia, selva mediana subperennifolia, selva mediana perennifolia); selva subhúmeda (matorral subtropical, selva baja caducifolia, selva baja espinosa, selva baja subcaducifolia, selva mediana caducifolia, selva mediana subcaducifolia, selva baja espinosa caducifolia, selva baja espinosa subperennifolia). Se excluyen otros tipos de vegetación natural, como matorrales, que son importantes para el país."
"Contacto","Dr. Arturo Flores Martínez
Director General de Estadística e Información Ambiental
Teléfono: 55 5490 0900, ext. 10941
Email: arturo.flores@semarnat.gob.mx
Dirección: Avenida Ejército Nacional 223 Colonia Anáhuac, 11320 Miguel Hidalgo, Miguel Hidalgo, Ciudad de México"
"",""
"",""
"",""
"",""
