"3_2_1Tasa de mortalidad de niños menores de 5 años",""
"Objetivo","Garantizar una vida sana y promover el bienestar de todos a todas las edades"
"Meta","De aquí a 2030, poner fin a las muertes evitables de recién nacidos y de niños menores de 5 años, logrando que todos los países intenten reducir la mortalidad neonatal al menos a 12 por cada 1,000 nacidos vivos y la mortalidad de los niños menores de 5 años al menos a 25 por cada 1,000 nacidos vivos"
"Nombre del Indicador","Tasa de mortalidad de niños menores de 5 años"
"Definición","Es el número de defunciones de niños menores de 5 años de edad por cada mil nacidos vivos, en el año de referencia."
"Tipo de Indicador","Global"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","Este indicador resulta de dividir las defunciones de la población menor de 5 años de edad en un determinado año, entre los nacidos vivos del mismo periodo, multiplicado por mil."
"Unidad de medida","Defunciones de menores de 5 años por cada mil nacidos vivos"
"Cobertura geográfica","Nacional y entidad federativa."
"Referencia temporal","1990-2015"
"Oportunidad","1 año."
"Periodicidad del indicador","Anual."
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Instituto Nacional de Estadística y Geografía (INEGI) y Secretaría de Salud. Bases de datos de Mortalidad**.Secretaría de Salud (SS). Sistema Nacional de Información en Salud (SINAIS). Base de datos del Subsistema de información sobre nacimientos (SINAC)**.Consejo Nacional de Población (CONAPO). Proyecciones de la población de México 2010-2050 y estimaciones 1990-2009. Abril de 2013*. http://www.conapo.gob.mx/es/CONAPO/Proyecciones (20 de octubre de 2016).Consultado el 28 de diciembre de 2016."
"Fecha de actualización del indicador","17 de abril de 2017"
"Fecha de próxima actualización del indicador","Por definir"
"Unidad de Estado (UE) responsable de calcular el indicador","Secretaría de Salud (SS). Dirección General de Información en Salud (DGIS).
SS"
"Importancia y utilidad del indicador","Es un indicador del nivel de rezago social y las condiciones de salud de la población menor de cinco años, permite observar el comportamiento de la mortalidad de este grupo poblacional en un momento y lugar determinados, aportando información valiosa acerca de la disponibilidad y acceso a los servicios de salud."
"Referencia nacional y/o internacional","Programa de las Naciones Unidas para el Desarrollo (PNUD). http://www.undp.org/content/undp/es/home/sdgoverview/mdg_goals/mdg4.html"
"Observaciones","Para el periodo 1990-2010, el indicador es calculado con las defunciones y nacimientos estimados del CONAPO que corresponden a las proyecciones de la población de México, 2010-2050 y estimaciones 1990-2009, basadas en el Censo de Población y Vivienda 2010. Esta información se actualizará cada vez que el CONAPO publique oficialmente nuevas proyecciones de población elaboradas con base en un ejercicio censal y la conciliación demográfica.
**A partir del año 2011, la fuente de información son las defunciones registradas por INEGI/SS y los nacidos vivos ocurridos del Subsistema de Información sobre Nacimientos (SINAC) que capta la información a través del Certificado de Nacimiento y ha logrado una mejora en su cobertura, proporciona información de manera oportuna, con diferentes desagregaciones y mide el hecho vital al momento de la ocurrencia del mismo. Además, la Junta de Gobierno del INEGI determinó, el 23 de mayo de 2013, al SINAC en el marco del sector salud como Información de Interés Nacional, y por tanto, es oficial y de uso obligatorio para el cálculo de los indicadores que se incluyan en el Catálogo Nacional de Indicadores.
Las defunciones registradas por INEGI/SS para niños menores de cinco años se corrigen por subregistro con respecto a las defunciones estimadas por el CONAPO, La corrección se realiza por un lado para el grupo de niños menores de 1 año en las siguientes entidades según año: Baja California Sur, Chiapas, Coahuila de Zaragoza, Chihuahua, Guerrero, Hidalgo (2011);  Aguascalientes, Baja California, Colima, Guerrero, Hidalgo, Michoacán de Ocampo, Morelos, Oaxaca, San Luis Potosí, Sinaloa (2012); Baja California, Colima, Chiapas, Guerrero, Hidalgo, Michoacán, Morelos, Oaxaca, San Luis Potosí, Yucatán (2013) y Baja California, Guerrero, Hidalgo, Michoacán de Ocampo,  Morelos, Oaxaca, Quintana Roo, San Luis Potosí, Yucatán (2014); y por el otro lado para el grupo de 1 a 4 años en las entidades de Baja California, Coahuila de Zaragoza, Chiapas, Chihuahua, Guerrero, Hidalgo, Oaxaca, San Luis Potosí, Veracruz de Ignacio de la Llave (2011); Baja California, Chiapas, Chihuahua, Guerrero, Hidalgo, Oaxaca, San Luis Potosí, Veracruz de Ignacio de la Llave, Yucatán (2012); Aguascalientes, Baja California, Chiapas, Chihuahua, Guerrero, Hidalgo, Oaxaca, San Luis Potosí, Veracruz de Ignacio de la Llave (2013); y Aguascalientes, Baja California, Baja California Sur, Guerrero, Hidalgo, Michoacán de Ocampo, Oaxaca, San Luis Potosí, Tlaxcala, Veracruz de Ignacio de la Llave, Yucatán (2014). De manera que las defunciones para niños menores de 5 años se obtiene de la suma de defunciones de menores de 1 y de 1 a 4 años.
Los nacidos vivos ocurridos del SINAC son corregidos con respecto a los nacimientos estimados por el CONAPO en las siguientes entidades según año: Chiapas, Chihuahua, Guerrero, Hidalgo, Oaxaca, San Luis Potosí, Sonora, Veracruz de Ignacio de la Llave y Yucatán (2011); Chiapas, Chihuahua, Guerrero, Hidalgo, Oaxaca, San Luis Potosí, Yucatán (2012); Colima, Chiapas, Chihuahua, Guerrero, Hidalgo, Oaxaca, San Luis Potosí, Sonora, Yucatán (2013); y Baja California, Colima, Chiapas, Chihuahua, Guerrero, Hidalgo, Oaxaca,  San Luis Potosí, Sinaloa, Sonora, Yucatán (2014). 
La corrección de las defunciones se basa en el cálculo de un factor de ajuste que se obtiene a través de la tendencia de las diferencias porcentuales entre las defunciones estimadas del CONAPO y las defunciones registradas del INEGI/SS. En tanto que para los nacidos vivos se obtiene la tendencia de las diferencias porcentuales entre los nacimientos estimados del CONAPO y los nacidos vivos ocurridos del SINAC. Las defunciones registradas de INEGI/SS se reportan por entidad de residencia y año de registro y los nacidos vivos ocurridos del SINAC por entidad de residencia y año de ocurrencia.
La metodología para ajustar los nacidos vivos y las defunciones de niños menores de cinco años puede consultarse en: <a target=""_blank"" class=""liga3"" href=""http://www.dgis.salud.gob.mx/"">http://www.dgis.salud.gob.mx/</a>"
"Contacto","Mtra. Amparo de María Solís Cuevas
Directora de Información Demográfica
Teléfono: 55 6392 2300, ext. 52594
Email: amparo.solis@salud.gob.mx
Dirección: Paseo de la Reforma 450 Colonia Juárez, 06600 Cuauhtémoc, Cuauhtémoc, Ciudad de México"
"",""
"",""
"",""
"",""
