"17_11_1Participación de los países en desarrollo y los países menos adelantados en las exportaciones mundiales",""
"Objetivo","Fortalecer los medios de implementación y revitalizar la Alianza Mundial para el Desarrollo Sostenible"
"Meta","Aumentar significativamente las exportaciones de los países en desarrollo, en particular con miras a duplicar la participación de los países menos adelantados en las exportaciones mundiales de aquí a 2020"
"Nombre del Indicador","Participación de los países en desarrollo y los países menos adelantados en las exportaciones mundiales"
"Definición","Consiste en los cálculos de la participación del valor de las exportaciones de bienes de México en las exportaciones mundiales."
"Tipo de Indicador","Global"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","Proporción de las exportaciones totales de México respecto al total mundial."
"Unidad de medida","Porcentaje"
"Cobertura geográfica","Nacional"
"Referencia temporal","2015-2015"
"Oportunidad","5 meses después del cierre del año de referencia."
"Periodicidad del indicador","Anual."
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Organización Mundial de Comercio (OMC). http://stat.wto.org/StatisticalProgram/WSDBViewData.aspx?Language=E, consultado en marzo de 2017.Banco de México (BANXICO) http://www.banxico.org.mx/estadisticas/index.html, consultado en marzo de 2017."
"Fecha de actualización del indicador","24 de abril de 2017"
"Fecha de próxima actualización del indicador","Julio de 2017"
"Unidad de Estado (UE) responsable de calcular el indicador","Secretaría de Economía (SE). Subsecretaría de Comercio Exterior (SCE). Unidad de Negociaciones Internacionales (UNI).
SE"
"Importancia y utilidad del indicador","Muestra el avance en la participación de las exportaciones de México respecto al mundial."
"Referencia nacional y/o internacional",""
"Observaciones","Cada país debería aportar sólo sus propias cifras."
"Contacto","Lic. José Guadalupe Sáenz Solís
Coordinador de Asesores
Teléfono: 55 5729 9100, ext. 11050
Email: jose.saenz@economia.gob.mx
Dirección: Paseo de la Reforma 296 Colonia Juárez, 6600 Cuauhtémoc, Cuauhtémoc, Ciudad de México 55 5729 9100, ext. 11050"
"",""
"",""
"",""
"",""
