"17_6_1Número de acuerdos y programas de cooperación en materia de ciencia y tecnología celebrados entre países, desglosado por tipo de cooperación",""
"Objetivo","Fortalecer los medios de implementación y revitalizar la Alianza Mundial para el Desarrollo Sostenible"
"Meta","Mejorar la cooperación regional e internacional Norte-Sur, Sur-Sur y triangular en materia de ciencia, tecnología e innovación y el acceso a estas, y aumentar el intercambio de conocimientos en condiciones mutuamente convenidas, incluso mejorando la coordinación entre los mecanismos existentes, en particular a nivel de las Naciones Unidas, y mediante un mecanismo mundial de facilitación de la tecnología"
"Nombre del Indicador","Número de acuerdos y programas de cooperación en materia de ciencia y tecnología celebrados entre países, desglosado por tipo de cooperación"
"Definición","Mide la capacidad de la cooperación internacional en materia de ciencia y tecnología con países desarrollados, en vías de desarrollo y multiregional. En el entendido que por cada acuerdo de colaboración internacional deriva un programa operativo de colaboración internacional. "
"Tipo de Indicador","Global"
"Algoritmo",""
"Descripción narrativa del cálculo del indiciador","La suma anual de acuerdos de cooperación internacional que derivan en un programa operativo de cooperación internacional en materia de ciencia y tecnología."
"Unidad de medida","Acuerdos"
"Cobertura geográfica","Nacional"
"Referencia temporal","2012-2016"
"Oportunidad","Dos meses después del periodo de referencia"
"Periodicidad del indicador","Anual."
"Fuente generadora de la información estadística utilizada para el cálculo del indicador","Consejo Nacional de Ciencia y Tecnología (CONACYT). Dirección de Cooperación Internacional (DCI)."
"Fecha de actualización del indicador","19 de junio de 2017"
"Fecha de próxima actualización del indicador","Febrero de 2018"
"Unidad de Estado (UE) responsable de calcular el indicador","Consejo Nacional de Ciencia y Tecnología (CONACYT). Dirección de Cooperación Internacional (DCI).
CONACYT"
"Importancia y utilidad del indicador","Mejorar la cooperación internacional en el ámbito de las tareas que le competen a la Dirección de Cooperación Internacional. Medir la promoción y de la vinculación de cooperación internacional en materia de ciencia y tecnología."
"Referencia nacional y/o internacional",""
"Observaciones","De un acuerdo de colaboración internacional se deriva en un programa operativo de cooperación internacional, por lo que se debe de entender que la suma de acuerdos internacionales es igual a la suma de programas de cooperación internacional que se operan en el año<i> t</i>. 

Sólo se hace referencia a los acuerdos suscritos vía la Dirección de Cooperación Internacional."
"Contacto","Dr. Jesús Arturo Borja Tamayo
Director de Cooperación Internacional
Teléfono: 55 5322 7700, ext. 1700
Email: aborja@conacyt.mx
Dirección: Avenida Insurgentes Sur 1582 Colonia Crédito Constructor, 03940 Benito Juárez, Benito Juárez, Ciudad de México"
"",""
"",""
"",""
"",""
